age,height,edu,fit,race_ethnicity,height_group,cluster
26,70,High School or less,fit,White,not_short,2
32,73,More than High School,fit,White,not_short,2
42,68,More than High School,fit,White,short,1
36,72,More than High School,fit,White,not_short,2
34,69,unknown,not_fit,multiple,short,1
36,72,More than High School,not_fit,White,not_short,2
18,74,High School or less,fit,multiple,not_short,2
25,66,unknown,fit,Asian,short,1
24,74,More than High School,fit,White,not_short,2
27,72,More than High School,fit,White,not_short,2
22,76,unknown,fit,White,not_short,2
28,69,More than High School,fit,White,short,1
37,74,More than High School,fit,Latinx,not_short,2
32,75,More than High School,fit,White,not_short,2
42,78,More than High School,fit,White,not_short,2
20,69,High School or less,not_fit,White,short,1
39,66,More than High School,not_fit,Asian,short,1
43,72,More than High School,fit,Latinx,not_short,2
31,67,More than High School,fit,multiple,short,1
23,73,More than High School,fit,Black,not_short,2
43,65,High School or less,not_fit,Black,short,1
30,69,unknown,fit,White,short,1
29,70,More than High School,fit,multiple,not_short,2
32,71,More than High School,fit,Asian,not_short,2
31,76,More than High School,fit,White,not_short,2
31,69,More than High School,not_fit,Asian,short,1
35,70,More than High School,not_fit,multiple,not_short,2
64,70,More than High School,not_fit,White,not_short,2
44,73,More than High School,fit,Latinx,not_short,2
28,70,More than High School,not_fit,White,not_short,2
42,66,More than High School,fit,White,short,1
32,68,High School or less,unknown,White,short,1
32,72,More than High School,fit,Black,not_short,2
25,70,High School or less,fit,Black,not_short,2
28,67,More than High School,not_fit,White,short,1
58,72,More than High School,fit,White,not_short,2
31,66,More than High School,fit,Asian,short,1
25,71,More than High School,not_fit,Asian,not_short,2
55,69,More than High School,not_fit,White,short,1
32,69,More than High School,not_fit,White,short,1
28,71,unknown,not_fit,White,not_short,2
29,75,More than High School,not_fit,Asian,not_short,2
34,70,More than High School,fit,Asian,not_short,2
24,70,More than High School,not_fit,White,not_short,2
35,68,More than High School,fit,Black,short,1
32,70,More than High School,not_fit,White,not_short,2
19,68,High School or less,not_fit,Latinx,short,1
35,76,More than High School,not_fit,White,not_short,2
54,72,More than High School,not_fit,White,not_short,2
39,69,More than High School,not_fit,Asian,short,1
35,64,More than High School,not_fit,White,short,1
31,70,unknown,fit,multiple,not_short,2
20,69,High School or less,not_fit,Asian,short,1
29,70,More than High School,fit,White,not_short,2
27,72,More than High School,not_fit,Asian,not_short,2
26,70,More than High School,fit,White,not_short,2
25,69,More than High School,fit,White,short,1
25,73,More than High School,not_fit,White,not_short,2
51,70,More than High School,fit,White,not_short,2
24,72,More than High School,fit,multiple,not_short,2
41,68,More than High School,fit,White,short,1
23,69,unknown,fit,multiple,short,1
23,71,More than High School,not_fit,White,not_short,2
41,69,More than High School,fit,White,short,1
38,67,More than High School,not_fit,Latinx,short,1
22,70,High School or less,fit,White,not_short,2
31,64,More than High School,not_fit,Asian,short,1
34,66,More than High School,fit,White,short,1
26,70,High School or less,fit,White,not_short,2
34,77,More than High School,fit,White,not_short,2
20,72,High School or less,not_fit,Asian,not_short,2
29,69,More than High School,fit,Asian,short,1
29,71,More than High School,fit,White,not_short,2
28,77,More than High School,not_fit,White,not_short,2
27,71,More than High School,not_fit,White,not_short,2
28,70,More than High School,not_fit,White,not_short,2
26,70,unknown,not_fit,White,not_short,2
29,67,More than High School,not_fit,multiple,short,1
33,74,unknown,not_fit,multiple,not_short,2
35,74,More than High School,not_fit,White,not_short,2
22,70,High School or less,fit,Latinx,not_short,2
33,74,More than High School,not_fit,Latinx,not_short,2
52,72,More than High School,fit,White,not_short,2
30,67,More than High School,not_fit,White,short,1
32,72,More than High School,fit,White,not_short,2
26,69,More than High School,fit,White,short,1
35,68,More than High School,fit,White,short,1
24,72,High School or less,fit,White,not_short,2
40,68,More than High School,fit,Asian,short,1
38,73,More than High School,fit,White,not_short,2
24,71,More than High School,not_fit,Latinx,not_short,2
30,72,More than High School,not_fit,White,not_short,2
18,70,High School or less,fit,White,not_short,2
31,69,More than High School,not_fit,White,short,1
37,71,More than High School,fit,White,not_short,2
26,71,More than High School,fit,Asian,not_short,2
29,65,More than High School,not_fit,White,short,1
39,74,More than High School,fit,White,not_short,2
33,79,More than High School,fit,White,not_short,2
29,75,More than High School,fit,White,not_short,2
31,68,More than High School,fit,other,short,1
27,65,High School or less,not_fit,Latinx,short,1
27,67,unknown,not_fit,Latinx,short,1
30,66,More than High School,fit,Asian,short,1
39,75,unknown,not_fit,multiple,not_short,2
20,70,High School or less,fit,Asian,not_short,2
23,69,More than High School,fit,Asian,short,1
39,67,More than High School,fit,White,short,1
34,66,More than High School,fit,multiple,short,1
30,70,More than High School,fit,other,not_short,2
31,67,More than High School,fit,Latinx,short,1
45,72,High School or less,fit,Black,not_short,2
60,71,More than High School,fit,White,not_short,2
26,72,More than High School,not_fit,Asian,not_short,2
26,71,High School or less,fit,White,not_short,2
44,68,More than High School,not_fit,multiple,short,1
27,70,unknown,not_fit,White,not_short,2
27,71,More than High School,fit,White,not_short,2
57,71,More than High School,fit,White,not_short,2
24,71,High School or less,fit,White,not_short,2
38,68,High School or less,not_fit,Asian,short,1
38,68,More than High School,fit,Asian,short,1
28,68,More than High School,not_fit,White,short,1
45,72,More than High School,fit,White,not_short,2
29,66,More than High School,not_fit,Asian,short,1
25,71,More than High School,fit,White,not_short,2
23,70,High School or less,not_fit,other,not_short,2
28,76,High School or less,not_fit,multiple,not_short,2
39,71,unknown,not_fit,White,not_short,2
21,71,More than High School,fit,Black,not_short,2
33,72,More than High School,not_fit,White,not_short,2
26,70,More than High School,fit,White,not_short,2
30,74,More than High School,fit,White,not_short,2
23,74,More than High School,fit,White,not_short,2
26,72,More than High School,fit,White,not_short,2
20,73,High School or less,not_fit,White,not_short,2
26,71,More than High School,not_fit,White,not_short,2
24,67,More than High School,fit,multiple,short,1
31,70,More than High School,fit,White,not_short,2
29,74,More than High School,fit,White,not_short,2
28,71,More than High School,fit,White,not_short,2
32,68,More than High School,fit,Asian,short,1
26,70,unknown,not_fit,White,not_short,2
24,71,More than High School,fit,White,not_short,2
29,72,More than High School,fit,White,not_short,2
26,71,unknown,not_fit,Black,not_short,2
30,71,unknown,fit,multiple,not_short,2
27,70,unknown,not_fit,White,not_short,2
48,72,unknown,not_fit,White,not_short,2
27,75,More than High School,not_fit,White,not_short,2
34,71,More than High School,fit,White,not_short,2
28,66,More than High School,not_fit,White,short,1
36,74,More than High School,fit,White,not_short,2
61,74,More than High School,fit,other,not_short,2
39,69,More than High School,not_fit,Asian,short,1
40,72,High School or less,fit,White,not_short,2
30,72,High School or less,fit,White,not_short,2
25,69,More than High School,fit,White,short,1
30,71,More than High School,fit,White,not_short,2
41,66,More than High School,not_fit,White,short,1
36,74,More than High School,fit,White,not_short,2
20,71,High School or less,fit,Latinx,not_short,2
32,76,More than High School,not_fit,White,not_short,2
23,67,More than High School,fit,White,short,1
25,67,More than High School,fit,other,short,1
30,70,High School or less,fit,multiple,not_short,2
26,75,More than High School,not_fit,White,not_short,2
27,69,More than High School,fit,White,short,1
62,71,More than High School,fit,White,not_short,2
26,72,High School or less,not_fit,White,not_short,2
24,72,unknown,fit,White,not_short,2
27,78,More than High School,fit,multiple,not_short,2
23,68,More than High School,fit,Asian,short,1
37,71,More than High School,fit,White,not_short,2
26,72,More than High School,not_fit,White,not_short,2
23,74,High School or less,not_fit,White,not_short,2
27,64,More than High School,not_fit,Asian,short,1
25,74,More than High School,fit,White,not_short,2
28,72,unknown,fit,White,not_short,2
31,69,More than High School,fit,Latinx,short,1
25,71,More than High School,fit,White,not_short,2
36,69,More than High School,fit,White,short,1
47,73,More than High School,fit,White,not_short,2
34,72,More than High School,fit,White,not_short,2
25,64,High School or less,not_fit,Black,short,1
27,72,unknown,fit,multiple,not_short,2
37,72,High School or less,not_fit,White,not_short,2
21,70,High School or less,not_fit,White,not_short,2
26,72,More than High School,fit,White,not_short,2
48,73,More than High School,not_fit,White,not_short,2
21,71,High School or less,fit,White,not_short,2
27,73,High School or less,not_fit,multiple,not_short,2
23,72,unknown,fit,White,not_short,2
28,66,More than High School,fit,Asian,short,1
47,68,More than High School,fit,multiple,short,1
40,71,More than High School,not_fit,White,not_short,2
28,71,More than High School,not_fit,White,not_short,2
25,75,More than High School,fit,White,not_short,2
31,70,More than High School,fit,Latinx,not_short,2
24,68,unknown,not_fit,Latinx,short,1
24,71,High School or less,fit,other,not_short,2
31,66,More than High School,not_fit,White,short,1
19,73,High School or less,fit,multiple,not_short,2
25,72,High School or less,unknown,Asian,not_short,2
22,64,High School or less,not_fit,White,short,1
26,74,unknown,not_fit,White,not_short,2
29,69,More than High School,fit,multiple,short,1
25,73,High School or less,fit,White,not_short,2
20,70,High School or less,not_fit,other,not_short,2
24,73,More than High School,fit,White,not_short,2
25,71,More than High School,not_fit,White,not_short,2
22,76,More than High School,fit,White,not_short,2
29,69,More than High School,not_fit,White,short,1
39,70,More than High School,fit,White,not_short,2
25,69,High School or less,not_fit,Asian,short,1
28,66,More than High School,fit,White,short,1
24,70,More than High School,fit,White,not_short,2
39,71,More than High School,not_fit,White,not_short,2
26,74,More than High School,not_fit,White,not_short,2
34,72,More than High School,fit,White,not_short,2
45,78,More than High School,fit,White,not_short,2
35,69,More than High School,not_fit,Latinx,short,1
26,73,unknown,fit,Latinx,not_short,2
34,69,More than High School,fit,White,short,1
25,70,More than High School,fit,Asian,not_short,2
25,74,More than High School,not_fit,White,not_short,2
32,73,More than High School,not_fit,White,not_short,2
35,72,unknown,fit,White,not_short,2
36,72,More than High School,fit,White,not_short,2
32,74,More than High School,not_fit,White,not_short,2
27,75,More than High School,fit,White,not_short,2
25,68,More than High School,not_fit,White,short,1
33,70,unknown,not_fit,Asian,not_short,2
27,74,More than High School,not_fit,White,not_short,2
24,72,More than High School,fit,White,not_short,2
43,73,More than High School,not_fit,multiple,not_short,2
27,71,More than High School,not_fit,White,not_short,2
27,66,unknown,fit,Latinx,short,1
41,70,More than High School,not_fit,White,not_short,2
33,74,High School or less,not_fit,White,not_short,2
31,72,More than High School,not_fit,Asian,not_short,2
40,68,More than High School,fit,White,short,1
29,69,More than High School,not_fit,White,short,1
33,70,More than High School,fit,Asian,not_short,2
34,71,More than High School,fit,White,not_short,2
31,69,unknown,not_fit,White,short,1
37,75,More than High School,fit,White,not_short,2
20,76,High School or less,not_fit,White,not_short,2
41,68,High School or less,not_fit,Black,short,1
28,69,More than High School,fit,Latinx,short,1
26,77,More than High School,not_fit,White,not_short,2
